property_size_sqft,market_demand_index,construction_cost_usd,location,use_type,roi_percent,risk_score,tax_saving_percent,demand_forecast,material_cost_estimate,land_score_index,investor_score_out_of_100,recommendation_score
3710,0.52,1010370,Sydney,Mixed-use,0.53,0.29,3.18,0.68,121397.8,0.77,76.81,0.04
2570,0.72,408768,Toronto,Commercial,7.15,0.2,8.16,0.45,169538.76,2.58,63.54,0.84
797,0.48,768152,Sydney,Residential,9.37,0.25,4.52,0.41,81508.51,0.94,32.6,0.17
3226,0.62,482980,London,Mixed-use,4.47,0.13,4.71,0.59,68577.84,3.15,49.42,0.7
1802,0.59,1118336,San Francisco,Industrial,9.12,0.09,10.6,0.51,126712.76,8.75,53.3,0.22
2635,0.34,861198,Sydney,Industrial,4.41,0.39,13.85,0.69,134233.48,3.47,54.41,0.07
1077,0.51,1248932,London,Commercial,6.63,0.22,7.25,0.7,121316.81,5.62,80.23,0.48
1854,0.97,1345804,London,Mixed-use,8.88,0.2,4.7,0.61,134894.99,4.33,75.06,0.17
1522,0.4,122727,London,Mixed-use,4.03,0.34,10.43,0.72,91718.48,4.59,72.43,0.73
1019,0.31,420615,London,Industrial,7.45,0.27,13.33,0.63,96378.26,9.7,100.13,0.24
2804,0.53,721211,Toronto,Mixed-use,10.04,0.22,11.73,0.47,123098.95,2.96,87.63,0.34
3197,0.83,514376,London,Mixed-use,8.18,0.15,13.29,0.57,163951.73,6.27,82.03,0.57
1720,0.67,91390,Toronto,Mixed-use,5.2,0.26,8.98,0.62,134017.02,4.2,47.57,0.28
3668,0.74,711040,Toronto,Commercial,10.8,0.35,11.77,0.74,135180.1,0.61,70.89,0.38
1550,0.35,1017635,London,Mixed-use,8.65,0.3,3.82,0.63,93158.09,4.89,74.48,0.82
2936,0.7,1485474,San Francisco,Residential,2.35,0.88,6.53,0.51,130560.13,8.13,63.77,0.18
2843,0.46,1466689,London,Commercial,9.16,0.21,7.06,0.74,90446.27,0.99,95.6,0.08
3245,0.87,1049831,London,Mixed-use,5.57,0.19,8.65,0.66,164193.93,0.7,70.77,0.33
2457,0.7,829078,London,Mixed-use,7.49,0.23,14.08,0.83,94701.82,1.54,51.57,0.42
2465,0.36,1467784,San Francisco,Residential,9.52,0.27,13.37,0.61,100087.98,7.64,55.04,0.54
3512,0.25,101281,New York,Commercial,5.63,0.17,3.75,0.44,83173.11,7.24,104.24,0.37
3453,0.23,134189,New York,Industrial,2.89,0.45,4.25,0.78,122145.41,5.65,63.7,0.79
3828,0.5,342093,Toronto,Industrial,10.76,0.27,6.65,0.51,121094.79,4.68,38.82,0.04
4319,0.41,1439231,Toronto,Commercial,9.91,0.05,5.78,0.64,157831.03,8.88,61.01,0.43
3828,0.72,442462,San Francisco,Mixed-use,6.78,0.03,9.99,0.63,139410.37,7.67,42.6,0.38
2971,0.6,474597,Sydney,Mixed-use,9.13,0.22,13.74,0.61,100230.83,8.12,83.76,0.65
3491,0.41,886242,New York,Industrial,6.08,0.0,14.51,0.57,141834.89,8.13,40.68,0.97
4356,0.32,1377991,Toronto,Industrial,7.24,0.26,10.5,0.35,88912.11,6.43,48.97,0.51
4825,0.3,759682,New York,Industrial,6.64,0.05,12.9,0.45,102041.17,4.58,70.06,0.99
694,0.89,1170445,San Francisco,Residential,6.18,0.03,8.83,0.77,122961.49,8.65,86.64,0.3
3274,0.39,637243,San Francisco,Industrial,7.9,0.54,4.71,0.66,91702.84,9.26,68.96,0.03
2555,0.72,90207,Sydney,Residential,3.98,0.22,8.82,0.89,146616.47,0.24,51.14,0.17
1393,0.85,298401,Sydney,Commercial,6.37,0.06,9.22,0.44,176982.82,0.52,72.74,0.4
2434,0.69,1065132,San Francisco,Mixed-use,7.79,0.05,11.65,0.6,112636.95,9.59,62.98,0.32
2716,0.89,239292,Toronto,Industrial,11.6,0.5,4.86,0.77,103707.83,2.77,86.99,0.1
4706,0.51,576762,New York,Mixed-use,4.08,0.15,6.79,0.52,116760.26,8.73,82.82,0.43
3925,0.96,1333733,London,Mixed-use,8.3,0.05,6.73,0.53,106065.69,3.89,61.94,0.34
3519,0.31,1150607,Sydney,Industrial,8.58,0.07,14.47,0.56,126543.26,1.19,81.7,0.12
3197,0.28,543937,London,Industrial,2.31,0.54,7.77,0.53,86939.89,0.8,74.07,0.3
3805,0.73,947239,Toronto,Commercial,8.03,0.07,11.82,0.68,127962.66,1.57,90.5,0.89
1414,0.95,675600,Sydney,Residential,9.2,0.16,11.76,0.33,167798.08,2.5,81.06,0.3
945,0.85,664054,London,Residential,8.47,0.27,5.45,0.85,69946.44,4.89,78.2,0.71
2949,0.26,1272097,Toronto,Mixed-use,6.79,0.4,9.43,0.46,90783.81,7.01,89.92,0.61
962,0.42,431977,New York,Industrial,7.83,0.34,13.63,0.28,108873.57,9.86,70.23,0.43
3043,0.94,267771,Toronto,Commercial,7.42,0.18,8.18,0.6,133547.32,4.42,58.4,0.24
2865,0.4,317199,Sydney,Commercial,2.78,0.21,14.29,0.54,142259.55,5.18,73.01,0.37
2788,0.82,1078757,San Francisco,Commercial,7.48,0.28,4.79,0.57,140248.36,5.22,64.67,0.59
3605,0.86,840129,New York,Commercial,6.08,0.07,2.96,0.65,77707.45,5.39,79.06,0.35
3881,0.6,715329,London,Commercial,5.24,0.11,13.59,0.7,103141.35,5.18,70.93,0.21
1584,0.51,720473,Sydney,Residential,13.21,0.32,13.02,0.85,97492.08,0.09,76.04,0.12
2239,0.56,257164,San Francisco,Residential,10.13,0.27,14.9,0.5,118370.03,0.02,51.94,0.88
1427,0.38,831518,Toronto,Residential,4.12,0.1,10.83,0.72,120457.0,0.98,77.62,0.44
3330,0.91,593313,San Francisco,Industrial,7.87,0.05,14.18,0.71,85769.32,1.02,50.72,0.63
4131,0.56,1122726,Sydney,Mixed-use,10.65,0.15,12.75,0.2,109011.14,7.05,84.43,0.49
3535,0.91,1197063,Sydney,Commercial,3.26,0.69,12.98,0.48,134512.96,2.05,84.45,0.87
4476,0.28,228694,San Francisco,Industrial,7.19,0.14,9.4,0.41,104291.73,8.95,75.22,0.55
726,0.99,203853,Toronto,Commercial,7.31,0.14,6.97,0.67,114994.17,9.29,74.65,0.48
3777,0.55,1443837,San Francisco,Residential,3.81,0.44,14.15,0.65,162422.25,9.76,66.65,0.92
3656,0.24,315062,Sydney,Industrial,7.95,0.09,7.62,0.65,169750.74,9.39,60.95,0.72
1203,0.23,313077,Sydney,Residential,9.79,0.21,9.0,0.55,65965.97,2.72,69.78,0.11
4049,0.8,967516,London,Commercial,10.77,0.32,7.8,0.57,122847.44,5.1,99.74,0.18
4746,0.73,1152358,London,Commercial,6.38,0.32,9.34,0.6,192925.82,1.75,73.44,0.79
4133,0.84,734224,New York,Mixed-use,13.25,0.54,8.12,0.54,131971.17,8.06,49.81,0.84
3967,0.28,233245,Sydney,Commercial,1.86,0.34,2.62,0.72,120462.25,8.88,44.37,0.55
3968,0.23,1250834,London,Residential,7.89,0.48,13.47,0.44,152817.2,8.51,48.43,0.55
4397,0.61,534418,San Francisco,Commercial,3.47,0.11,7.78,0.48,125452.32,4.33,64.34,0.63
2392,0.51,358710,Toronto,Mixed-use,7.23,0.15,9.66,0.62,137728.43,7.59,88.99,0.44
3461,0.57,742550,San Francisco,Mixed-use,5.7,0.3,3.81,0.54,114742.39,0.98,54.65,0.68
4076,0.99,1086111,Toronto,Residential,8.27,0.33,2.04,0.43,125087.76,0.4,91.33,0.11
4017,0.98,642621,London,Industrial,6.68,0.42,5.19,0.68,130665.77,7.53,72.69,0.96
2245,0.95,693859,New York,Commercial,4.94,0.15,11.16,0.51,141638.97,4.25,77.25,0.75
1805,0.83,1248839,San Francisco,Mixed-use,5.1,0.19,3.29,0.47,109206.98,9.96,76.84,0.63
3630,0.48,80159,San Francisco,Commercial,11.83,0.59,13.82,0.57,108527.52,0.97,78.86,0.32
3472,0.53,1078413,San Francisco,Commercial,8.11,0.16,4.8,0.47,71812.94,8.56,63.83,0.16
3672,0.64,1291569,Toronto,Industrial,2.74,0.36,4.66,0.59,110321.22,4.8,34.98,0.41
2454,0.86,447003,London,Mixed-use,8.38,0.32,4.36,0.55,143825.88,8.27,61.17,0.66
4621,0.25,1275885,San Francisco,Commercial,6.51,0.15,2.18,0.52,131580.61,8.17,56.68,0.63
3308,0.54,1236083,San Francisco,Mixed-use,7.01,0.1,12.03,0.52,95081.2,9.16,74.66,0.38
4102,0.27,1143319,New York,Residential,9.05,0.11,13.38,0.75,72403.44,2.98,73.29,0.61
1932,0.61,1174677,New York,Residential,9.96,0.32,9.98,0.66,116439.48,9.5,65.91,0.81
801,0.92,1371293,London,Commercial,4.85,0.19,4.45,0.34,143094.45,1.52,96.33,0.03
4107,0.83,725822,London,Mixed-use,6.93,0.19,5.71,0.73,108027.54,0.82,60.39,0.45
4812,0.38,1474947,Sydney,Commercial,5.63,0.13,8.19,0.68,83876.94,4.32,36.61,0.76
1174,0.98,1359180,New York,Mixed-use,8.49,0.55,14.41,0.67,105262.32,8.28,71.79,0.55
1136,0.73,1316026,Sydney,Mixed-use,6.42,0.36,5.22,0.73,128153.97,4.73,87.84,0.65
2225,0.21,416907,Toronto,Industrial,7.07,0.32,11.51,0.6,151060.93,8.29,74.31,0.52
2722,0.4,567030,Sydney,Industrial,6.32,0.19,7.71,0.69,113582.62,7.3,64.65,0.99
985,0.41,485453,San Francisco,Industrial,6.73,0.25,5.87,0.53,146372.31,2.09,73.61,0.05
3881,0.26,751009,Sydney,Commercial,11.26,0.51,7.93,0.73,143601.05,9.49,97.58,0.49
1074,0.97,248785,London,Industrial,12.98,0.41,2.93,0.63,90583.37,0.61,56.87,0.09
1017,0.58,284535,Toronto,Industrial,7.94,0.54,12.38,0.39,151267.7,8.98,70.46,0.16
4200,0.92,780769,San Francisco,Residential,6.75,0.27,5.16,0.76,127377.82,3.04,80.05,0.38
1554,0.46,259838,Sydney,Mixed-use,3.01,0.2,11.43,0.58,89832.92,5.0,73.81,0.16
1805,0.3,650442,Toronto,Mixed-use,5.1,0.58,2.89,0.56,164020.78,4.22,66.28,0.96
4720,0.58,349160,Toronto,Industrial,6.68,0.2,14.42,0.53,116860.61,1.72,63.61,0.95
2590,0.29,552779,San Francisco,Mixed-use,5.21,0.26,4.51,0.54,71413.92,3.58,65.72,0.34
4172,0.59,521904,Sydney,Residential,5.48,0.24,13.48,0.63,102343.34,1.93,77.98,0.64
4980,0.94,956110,Toronto,Residential,10.94,0.46,12.52,0.45,96188.64,2.04,77.11,0.53
4758,0.62,978488,Toronto,Industrial,7.07,0.35,14.58,0.36,102956.5,1.87,101.42,0.82
3313,0.69,658526,New York,Residential,7.3,0.26,8.21,0.44,108870.36,4.89,46.95,0.63
2803,0.33,400752,Toronto,Mixed-use,5.31,0.51,11.46,0.66,113565.27,7.98,96.37,0.0
3720,0.23,1376220,New York,Commercial,9.94,0.13,6.82,0.58,112624.93,5.69,66.93,0.76
1566,0.29,917393,Sydney,Mixed-use,6.47,0.58,4.4,0.77,117562.87,8.93,68.64,0.75
4032,0.68,1328351,Sydney,Commercial,5.7,0.64,7.76,0.59,134684.83,6.37,82.88,0.51
1288,0.28,1042261,Sydney,Industrial,3.05,0.23,4.15,0.73,101339.09,6.89,82.79,0.9
4843,0.5,1020240,London,Commercial,6.85,0.27,14.77,0.5,149525.01,6.68,87.35,0.91
4301,0.64,894422,Sydney,Residential,5.62,0.13,3.25,0.53,89370.41,4.49,90.62,0.52
941,0.51,1191127,Toronto,Mixed-use,11.21,0.5,9.66,0.6,135377.97,6.89,69.4,0.61
2324,0.33,814983,San Francisco,Commercial,11.61,0.6,10.14,0.58,161081.78,0.7,90.81,1.0
2392,0.42,246277,New York,Mixed-use,3.91,0.24,9.0,0.56,115566.09,8.6,60.56,0.3
2359,0.94,1118660,London,Industrial,4.19,0.43,10.61,0.47,124836.63,7.78,65.42,0.32
3812,0.74,160811,Sydney,Industrial,6.31,0.3,3.51,0.36,95800.69,2.45,67.27,0.18
1589,0.6,859128,Sydney,Residential,4.96,0.16,9.22,0.69,107205.46,7.68,62.1,0.9
2862,0.21,921535,San Francisco,Industrial,7.54,0.25,5.73,0.68,159191.96,0.13,70.9,0.74
3082,0.99,1039131,San Francisco,Commercial,6.18,0.29,14.22,0.51,138712.06,2.17,83.45,0.11
1551,0.74,1496842,London,Industrial,7.7,0.52,11.91,0.66,130463.61,0.65,79.77,0.98
1322,0.45,314104,New York,Residential,9.54,0.59,14.64,0.58,71550.64,7.8,60.8,0.73
3989,0.9,282346,Sydney,Mixed-use,4.34,0.42,2.49,0.77,102088.18,7.56,59.57,0.85
2679,0.41,264456,London,Mixed-use,9.49,0.09,5.71,0.4,163474.8,8.14,57.17,0.05
3317,0.64,216643,Toronto,Industrial,5.18,0.52,4.54,0.58,130270.8,0.04,71.33,0.5
2932,0.71,1242126,Toronto,Commercial,12.37,0.57,2.15,0.57,133389.88,5.01,46.29,0.7
3976,0.38,564146,London,Residential,11.05,0.1,5.15,0.62,124263.88,7.05,56.64,0.54
2100,0.98,1040652,Sydney,Commercial,6.72,0.1,10.82,0.83,104675.26,1.55,63.12,0.67
885,0.8,171218,London,Residential,4.59,0.36,5.0,0.58,128313.54,6.5,85.83,0.82
4095,0.65,1261872,Sydney,Industrial,4.11,0.51,8.62,0.71,81744.65,0.84,68.02,0.37
2665,0.34,1308343,San Francisco,Residential,9.18,0.44,13.54,0.58,79863.63,1.81,85.09,0.85
1368,0.24,987211,London,Residential,6.92,0.11,11.02,0.76,101618.13,4.76,72.81,0.16
3657,0.46,1368592,Sydney,Industrial,9.32,0.29,7.13,0.71,124804.11,6.54,62.89,0.27
4889,0.8,112441,London,Commercial,12.51,0.2,6.84,0.55,80758.17,1.46,63.5,0.04
2761,0.42,1366614,London,Industrial,5.07,0.12,7.92,0.54,123176.07,1.85,52.51,0.36
3893,0.63,774489,Sydney,Residential,3.92,0.28,4.3,0.67,95136.02,2.04,106.05,0.38
1546,0.78,835612,Sydney,Industrial,7.48,0.57,10.24,0.5,98504.36,2.39,86.66,0.81
3935,0.29,124760,New York,Residential,9.86,0.4,6.73,0.63,152489.71,2.27,79.06,0.65
4750,0.75,1127159,London,Industrial,4.65,0.05,13.08,0.55,120932.35,3.95,50.45,0.44
2081,0.27,365622,Toronto,Mixed-use,7.09,0.07,11.84,0.66,97404.87,6.54,63.23,0.65
2501,0.97,1476436,London,Mixed-use,10.43,0.25,9.94,0.58,124670.84,4.38,55.37,0.05
4051,0.59,747540,London,Industrial,2.92,0.33,6.73,0.5,83259.54,7.76,71.91,0.18
4664,0.32,178538,Sydney,Commercial,7.59,0.35,4.73,0.77,129558.26,7.19,56.09,0.63
654,0.47,896228,London,Residential,5.65,0.28,12.09,0.64,147682.95,1.27,59.95,0.64
2423,0.53,1055776,London,Mixed-use,7.31,0.07,8.32,0.59,136543.22,0.49,56.48,0.77
4062,0.81,591511,Toronto,Commercial,8.77,0.02,4.92,0.66,173942.86,8.78,66.4,0.4
3679,0.79,1349611,Sydney,Residential,7.55,0.1,4.54,0.35,71540.22,0.8,71.07,0.72
1432,0.69,965258,London,Mixed-use,4.47,0.22,4.15,0.91,123174.23,1.48,66.8,0.68
3406,0.28,462736,San Francisco,Mixed-use,5.75,0.62,12.1,0.6,86412.48,0.22,92.99,0.96
3090,0.32,1484355,New York,Industrial,10.57,0.24,4.98,0.31,115669.46,6.28,82.17,0.22
927,0.28,658328,Toronto,Residential,7.82,0.07,8.85,0.78,120038.6,5.82,58.25,0.55
3910,0.66,941789,London,Commercial,9.1,0.46,7.87,0.49,176996.14,9.87,74.88,0.6
3900,0.9,1406931,San Francisco,Commercial,7.63,0.46,9.53,0.76,118505.57,8.87,59.49,1.0
4275,0.55,447570,London,Commercial,9.02,0.21,13.4,0.62,118039.24,4.11,64.07,0.2
3654,0.33,347986,London,Residential,6.01,0.27,13.28,0.36,145128.98,3.72,77.19,0.52
2743,0.65,536331,Sydney,Commercial,5.08,0.19,7.86,0.64,118679.46,2.97,79.98,0.35
1911,0.85,1436688,Sydney,Commercial,8.91,0.24,2.2,0.63,165778.68,1.52,61.19,0.53
3791,0.79,883940,Sydney,Commercial,9.82,0.6,7.54,0.77,136742.11,1.38,53.43,0.23
3138,0.91,233077,San Francisco,Industrial,4.71,0.21,9.88,0.68,140712.58,1.32,71.32,0.05
4583,0.42,1183151,London,Industrial,5.56,0.11,9.25,0.41,73310.9,1.14,76.52,0.57
764,0.36,498815,New York,Residential,6.59,0.28,10.47,0.75,169630.32,2.41,60.43,0.34
4877,0.9,560808,Toronto,Residential,11.05,0.25,4.0,0.54,103588.53,3.07,82.25,0.18
1422,0.73,853422,Sydney,Commercial,8.41,0.13,10.4,0.86,119756.75,9.62,79.59,0.32
1543,0.45,671343,Sydney,Industrial,3.69,0.09,4.37,0.55,103682.4,5.78,60.21,0.05
1374,0.79,710527,London,Mixed-use,6.77,0.46,11.76,0.57,94393.72,9.88,86.95,0.95
2798,0.85,315469,London,Mixed-use,6.39,0.25,6.41,0.48,89945.79,3.72,87.41,0.58
3756,0.69,1251682,San Francisco,Commercial,4.07,0.17,11.23,0.53,122581.04,4.58,101.02,0.81
4842,0.75,871787,San Francisco,Commercial,6.74,0.33,2.62,0.49,70752.58,3.25,95.68,0.42
4295,0.5,547835,Sydney,Industrial,6.27,0.67,7.3,0.78,113929.94,1.83,56.46,0.9
4052,0.63,380486,London,Industrial,6.1,0.28,11.17,0.4,146444.22,1.43,83.87,0.48
1514,0.62,82257,New York,Industrial,5.98,0.2,4.95,0.72,135798.56,9.45,83.19,0.57
1908,0.88,1418084,Toronto,Residential,10.68,0.28,12.34,0.72,130810.88,9.87,64.77,0.49
4777,0.87,1240291,London,Residential,6.09,0.27,10.2,0.81,97615.39,0.45,76.82,0.73
1113,0.87,1155230,London,Commercial,7.12,0.38,9.64,0.61,80347.62,1.5,41.84,0.57
2520,0.21,423567,San Francisco,Residential,6.85,0.41,6.6,0.45,146044.85,4.24,41.42,0.27
4194,0.8,371464,Toronto,Industrial,5.74,0.12,8.27,0.57,108776.0,1.86,44.28,0.15
2009,0.81,625096,Sydney,Industrial,7.2,0.61,9.77,0.69,117923.04,3.64,75.84,0.61
3790,0.74,656677,London,Residential,7.16,0.33,8.14,0.61,115060.14,1.29,76.55,0.49
2155,0.81,568906,Sydney,Mixed-use,7.2,0.41,11.08,0.66,136809.82,4.57,65.89,0.1
1404,0.87,198581,London,Commercial,4.85,0.46,7.64,0.8,166082.9,2.72,95.82,0.4
1879,0.58,1256503,Sydney,Mixed-use,6.48,0.18,4.63,0.69,156559.35,3.52,84.81,0.51
4177,0.6,1163349,Toronto,Commercial,8.9,0.44,4.78,0.63,61694.04,0.94,46.03,0.83
3501,0.3,418540,San Francisco,Mixed-use,6.55,0.13,2.08,0.32,112286.53,4.28,67.42,0.08
1987,0.51,581590,Toronto,Residential,7.4,0.06,5.91,0.48,86331.41,9.83,55.9,0.35
3361,0.71,1498412,New York,Commercial,7.42,0.16,11.74,0.54,143460.72,3.29,76.21,0.82
3279,0.82,1343340,San Francisco,Commercial,8.04,0.11,12.32,0.3,120099.59,8.76,69.54,0.65
2706,0.37,952328,Toronto,Commercial,8.4,0.19,4.63,0.43,135153.8,8.43,56.76,0.29
4823,0.31,695175,New York,Industrial,6.56,0.43,14.47,0.56,110146.89,9.52,95.42,0.85
3368,0.73,1250694,London,Industrial,4.72,0.27,8.53,0.58,94015.71,7.9,70.86,0.49
4553,0.2,1093539,London,Mixed-use,3.95,0.03,13.92,0.68,98292.98,6.6,63.76,0.5
3786,0.34,1438097,Sydney,Residential,9.54,0.57,11.19,0.57,81674.68,8.57,66.2,0.98
3880,0.22,1283202,San Francisco,Industrial,8.93,0.21,11.39,0.64,88409.15,0.76,94.28,0.95
3173,0.33,928923,London,Commercial,8.62,0.26,3.11,0.54,83142.67,4.63,83.67,0.36
3199,0.35,1374315,San Francisco,Industrial,9.03,0.43,4.86,0.61,94107.43,9.89,67.56,0.14
4633,0.51,558356,London,Residential,6.6,0.71,2.11,0.67,92693.05,7.7,55.12,0.33
836,0.52,359067,Sydney,Industrial,5.44,0.2,11.31,0.82,129852.33,9.62,57.46,0.03
1904,0.9,1438311,Toronto,Commercial,4.55,0.55,6.48,0.52,128871.54,7.8,62.77,0.02
4030,0.61,396480,Sydney,Mixed-use,4.28,0.19,12.23,0.62,129825.11,8.75,77.61,0.4
1901,0.78,416227,New York,Commercial,10.03,0.46,6.41,0.73,149374.88,7.07,81.35,0.94
3141,0.28,1369467,London,Residential,5.77,0.39,12.65,0.38,118041.55,7.61,59.12,0.87
2651,0.38,244074,New York,Mixed-use,9.64,0.2,3.7,0.9,100479.64,5.23,82.01,0.51
1041,0.76,553314,New York,Industrial,6.53,0.35,4.25,0.78,175285.09,9.24,56.37,0.57
2676,0.24,368816,San Francisco,Industrial,5.31,0.54,6.43,0.34,142641.15,8.25,60.82,0.01
3780,0.59,870645,London,Industrial,4.26,0.42,7.31,0.66,123807.99,8.44,48.26,0.22
3257,0.68,1269941,New York,Mixed-use,5.53,0.43,6.53,0.52,122071.86,6.73,47.81,0.02
4398,0.68,1097481,Toronto,Commercial,10.55,0.3,11.93,0.54,127241.34,3.05,56.21,0.75
1404,0.22,142507,New York,Mixed-use,4.29,0.23,3.26,0.65,114947.47,0.36,69.61,0.15
674,0.46,1185710,Toronto,Mixed-use,12.29,0.42,6.57,0.76,123205.61,9.36,55.09,0.87
2775,0.71,213172,San Francisco,Residential,4.9,0.51,12.88,0.53,132484.49,5.86,92.47,0.64
4524,0.32,321225,New York,Mixed-use,8.87,0.04,2.87,0.53,101836.59,2.98,56.01,0.23
2689,0.76,273069,Sydney,Industrial,6.64,0.22,14.25,0.66,79147.1,1.49,72.76,0.16
640,0.8,894604,San Francisco,Commercial,6.2,0.44,14.82,0.69,68108.93,8.3,89.8,0.63
2681,0.99,886564,Toronto,Commercial,3.82,0.21,3.15,0.45,142197.47,8.37,71.39,0.9
2222,0.37,1302613,San Francisco,Commercial,6.75,0.36,5.79,0.86,80426.9,8.15,64.54,0.72
941,0.86,576013,New York,Industrial,4.1,0.24,6.84,0.5,131633.6,6.45,72.21,0.35
4652,0.62,374025,London,Industrial,2.8,0.29,12.09,0.74,91141.1,3.66,61.57,0.59
